osm_id,name,brand,category,typical_sqft,lat,lon,addr
way/690329545,Walmart Neighborhood Market,Walmart,grocery_anchor,100000,29.7584869,-95.731105,"20903 Highland Knolls Drive, Katy"
way/692347197,Target,Target,offprice,125000,29.7743548,-95.3853979,"2580 Shearn Street, Houston"
way/706790722,Kroger,Kroger,grocery_anchor,55000,30.0855449,-95.4484315,"2150 Spring Stuebner Road, Spring"
way/706808181,H-E-B,H-E-B,grocery_anchor,90000,30.0717349,-95.5019009,"5251 FM 2920, Spring"
way/707043803,ALDI,Aldi,grocery_anchor,17000,30.0710988,-95.4519342,"2302 Fm 2920, Spring"
way/707043835,Walmart Supercenter,Walmart,grocery_anchor,100000,30.0773879,-95.5128161,"21150 Kuykendahl Road, Spring"
way/708064669,Dollar Tree,Dollar Tree,dollar_store,9000,29.862711,-95.4728391,
way/740010552,Kroger Marketplace,Kroger,grocery_anchor,55000,29.9190144,-95.6896318,"9703 Barker Cypress Road, Cypress"
way/759085631,H-E-B,H-E-B,grocery_anchor,90000,29.6062492,-95.1269357,"3501 Clear Lake City Boulevard, Houston"
way/762456911,Baytown H-E-B,H-E-B,grocery_anchor,90000,29.7955367,-94.9773709,"6430 Garth Road, Baytown"
way/765321384,Walmart Neighborhood Market,Walmart,grocery_anchor,100000,29.6873959,-95.586074,"11755 Beechnut Street, Houston"
way/766131037,Walmart Supercenter,Walmart,grocery_anchor,100000,29.8059144,-95.1650885,"5655 East Sam Houston Parkway North, Houston"
way/766567521,Walmart Supercenter,Walmart,grocery_anchor,100000,29.721126,-95.6474879,"3506 South Highway 6, Houston"
way/781719521,H-E-B,H-E-B,grocery_anchor,90000,30.0686081,-95.2516876,"19529 Northpark Drive, Kingwood"
way/784207272,Kroger,Kroger,grocery_anchor,55000,29.7366725,-95.8100262,"9806 Gaston Road, Katy"
way/820787487,Family Dollar,Family Dollar,dollar_store,8500,29.6351453,-95.4457967,
way/823562112,Kroger,Kroger,grocery_anchor,55000,29.5688672,-95.0255203,"1905 El Mar Lane, Seabrook"
way/826816157,H-E-B,H-E-B,grocery_anchor,90000,29.7139657,-95.3768665,"6055 South Freeway, Houston"
way/828902198,Dollar General,Dollar General,dollar_store,7400,29.9837934,-95.4071463,"919 East Airtex Drive, Houston"
way/839649312,Spring Green Market H-E-B,H-E-B,grocery_anchor,90000,29.6957581,-95.8160474,"9211 FM 723, Richmond"
way/840289466,Dollar General,Dollar General,dollar_store,7400,29.9862395,-95.43425,"15045 Ella Boulevard, Houston"
way/844396650,Grant and Spring Cypress H-E-B,H-E-B,grocery_anchor,90000,30.0029864,-95.6390211,"14100 Spring Cypress Road, Cypress"
way/846945461,Dollar Tree,Dollar Tree,dollar_store,9000,29.6986705,-95.4842735,
way/847364920,H-E-B,H-E-B,grocery_anchor,90000,30.0223608,-95.5274032,"7310 Louetta Road, Spring"
way/849319681,Walmart Supercenter,Walmart,grocery_anchor,100000,29.7680981,-95.1770872,"13750 East Freeway, Houston"
way/849327255,Kroger,Kroger,grocery_anchor,55000,29.7896285,-95.159347,"14710 Woodforest Boulevard, Houston"
way/850505505,H-E-B,H-E-B,grocery_anchor,90000,29.6079651,-95.6459172,"530 State Highway 6, Sugar Land"
way/851665938,H-E-B,H-E-B,grocery_anchor,90000,29.6670246,-95.0967813,"4701 East Boulevard, Deer Park"
way/851949728,H-E-B,H-E-B,grocery_anchor,90000,29.7197807,-95.8484006,"4950 FM 1463, Katy"
way/852036248,Champion Forest Market H-E-B,H-E-B,grocery_anchor,90000,30.0537671,-95.5769388,"20311 Champion Forest Drive, Spring"
way/857006596,Walmart Supercenter,Walmart,grocery_anchor,100000,29.536632,-95.5166148,"9929 Highway 6, Missouri City"
way/859518920,Walmart Neighborhood Market,Walmart,grocery_anchor,100000,29.942386,-95.6805365,"11425 Barker Cypress Road, Cypress"
way/871541057,Walmart Supercenter,Walmart,grocery_anchor,100000,30.1144573,-95.3870022,"2901 Riley Fuzzel Road, Spring"
way/878541479,Dollar General,Dollar General,dollar_store,7400,29.8881255,-95.4232654,"1420 West Gulf Bank Road, Houston"
way/886287882,Walmart Neighborhood Market,Walmart,grocery_anchor,100000,29.6569959,-95.5300833,"11242 South Gessner Drive, Houston"
way/897512688,ALDI,Aldi,grocery_anchor,17000,29.9144902,-95.4096325,"161 West Road, Houston"
way/905271711,Dollar General,Dollar General,dollar_store,7400,29.8026244,-95.0160588,"7214 Wade Road, Baytown"
way/911004055,Walmart Supercenter,Walmart,grocery_anchor,100000,29.9199075,-95.6023515,"12353 FM 1960 West, Houston"
way/929435102,ALDI,Aldi,grocery_anchor,17000,29.5433328,-95.7604669,"6450 Reading Road, Rosenberg"
way/929437800,ALDI,Aldi,grocery_anchor,17000,29.6639631,-95.7410787,"7945 West Grand Parkway South, Richmond"
way/929466657,ALDI,Aldi,grocery_anchor,17000,29.6267406,-95.2370641,"10064 Almeda-Genoa Road, Houston"
way/929468197,ALDI,Aldi,grocery_anchor,17000,29.6496433,-95.179767,"4140 Fairmont Parkway, Pasadena"
way/929469828,ALDI,Aldi,grocery_anchor,17000,29.7834768,-94.9796302,"5521 Garth Road, Baytown"
way/930757811,Walmart Neighborhood Market,Walmart,grocery_anchor,100000,30.0644034,-95.4060015,"24809 Aldine Westfield Road, Spring"
way/935513347,Family Dollar,Family Dollar,dollar_store,8500,29.8707202,-95.3011954,
way/940571834,Kroger,Kroger,grocery_anchor,55000,29.5078179,-95.0412385,"2750 League City Parkway, League City"
way/961092404,Target,Target,offprice,125000,29.5386458,-95.0228844,"255 Marina Bay Drive, Clear Lake Shores"
way/975327838,Dollar General,Dollar General,dollar_store,7400,29.8803085,-95.7025134,
way/978924749,Family Dollar,Family Dollar,dollar_store,8500,29.7229711,-95.6054726,
way/984985983,Walmart Supercenter,Walmart,grocery_anchor,100000,29.7355805,-95.5116245,"2727 Dunvale Road, Houston"
way/993140886,Dollar Tree,Dollar Tree,dollar_store,9000,29.5317255,-95.206313,
way/999294900,Dollar Tree,Dollar Tree,dollar_store,9000,29.6281257,-95.2355869,
way/1002036038,Burlington,Burlington,offprice,65000,29.6219945,-95.2268997,
way/1013864525,Dollar General,Dollar General,dollar_store,7400,29.6159264,-95.3747404,
way/1019229417,Kroger Marketplace,Kroger,grocery_anchor,55000,29.990267,-95.7365963,"20355 Cypresswood Drive, Cypress"
way/1022129962,Five Below,Five Below,offprice,8500,29.9284755,-95.2062826,
way/1037843900,Kroger,Kroger,grocery_anchor,55000,30.0330907,-95.5545743,
way/1056825555,Food Town,Food Town,grocery_anchor,40000,29.6738228,-95.5077078,"9725 Fondren Road, Houston"
way/1058439601,Kroger,Kroger,grocery_anchor,55000,29.5217295,-95.1612335,3161 FM 528
way/1071346845,Food Town,Food Town,grocery_anchor,40000,29.5847489,-95.2119018,
way/1080833054,H-E-B,H-E-B,grocery_anchor,90000,29.5524938,-95.1486058,"18611 Eastfield Drive, Webster"
way/1083651531,Family Dollar,Family Dollar,dollar_store,8500,29.8507759,-95.2617269,"9630 Mesa Drive, Houston"
way/1086296584,Family Dollar,Family Dollar,dollar_store,8500,29.8493829,-95.4895025,"5723 Bingle Road, Houston"
way/1086339144,Fiesta Mart,Fiesta Mart,grocery_anchor,50000,29.7754946,-95.3121122,"5800 Lyons Avenue, Houston"
way/1091897471,Target,Target,offprice,125000,29.7719637,-94.9758653,"4510 Garth Road, Baytown"
way/1096155330,Family Dollar,Family Dollar,dollar_store,8500,29.698672,-95.4838575,"5861 Bissonnet Street, Bellaire"
way/1126104978,Target,Target,offprice,125000,29.8726811,-95.7585543,"22165 FM 529, Katy"
way/1126104979,Burlington,Burlington,offprice,65000,29.8726676,-95.7604649,
way/1127969438,Dollar General,Dollar General,dollar_store,7400,29.4969147,-94.9929257,
way/1128123012,Dollar General,Dollar General,dollar_store,7400,29.5702674,-95.2874411,
way/1128123019,Walmart Supercenter,Walmart,grocery_anchor,100000,29.5732266,-95.2830939,"1919 North Main Street, Pearland"
way/1187881246,Dollar General,Dollar General,dollar_store,7400,30.0334059,-95.3823989,"21735 Aldine Westfield Road, Humble"
way/1234872732,Dollar General,Dollar General,dollar_store,7400,29.6274246,-95.0191666,
way/1235653935,Dollar Tree,Dollar Tree,dollar_store,9000,29.5467359,-95.7586866,"24984 Commercial Drive, Rosenberg"
way/1243139697,Dollar Tree,Dollar Tree,dollar_store,9000,29.8629426,-95.6839254,"6211 Barker Cypress Road, Katy"
way/1247555430,Walmart Neighborhood Market,Walmart,grocery_anchor,100000,29.6520955,-95.6171449,"13322 West Airport Boulevard, Sugar Land"
way/1255919220,Kroger,Kroger,grocery_anchor,55000,29.903257,-95.5538577,
way/1259173759,H-E-B,H-E-B,grocery_anchor,90000,29.8189252,-95.8055294,
way/1293539500,Family Dollar,Family Dollar,dollar_store,8500,29.6909238,-95.6887927,
way/1306102062,Walmart Supercenter,Walmart,grocery_anchor,100000,29.6792427,-95.5612345,"9460 West Sam Houston Parkway South, Houston"
way/1307698223,Target,Target,offprice,125000,30.0868689,-95.5205011,"6635 North Grand Parkway West, Spring"
way/1308944995,Family Dollar,Family Dollar,dollar_store,8500,29.6828594,-95.1926587,"2017 Strawberry Road, Pasadena"
way/1311911715,Walmart Supercenter,Walmart,grocery_anchor,100000,29.6465817,-95.1614024,"5200 Fairmont Parkway, Pasadena"
way/1320817989,Burlington,Burlington,offprice,65000,29.6544422,-95.7084907,
way/1320817990,Five Below,Five Below,offprice,8500,29.6547408,-95.7086365,
way/1326137800,Fiesta Mart,Fiesta Mart,grocery_anchor,50000,29.6569244,-95.5101105,"11240 Fondren Road, Houston"
way/1326179986,Family Dollar,Family Dollar,dollar_store,8500,29.6390591,-95.5088953,
way/1327887561,Family Dollar,Family Dollar,dollar_store,8500,29.6273185,-95.4153035,2913 West Orem Drive
way/1352939371,Food Town,Food Town,grocery_anchor,40000,29.6376645,-95.617351,"1130 Eldridge Road, Sugar Land"
way/1354863081,Dollar Tree,Dollar Tree,dollar_store,9000,30.0779963,-95.5154459,"21330 Kuykendahl Road, Spring"
way/1356236811,H-E-B,H-E-B,grocery_anchor,90000,29.9393255,-95.7600997,"20017 Bridgeland Creek Parkway, Cypress"
way/1359243670,Family Dollar,Family Dollar,dollar_store,8500,29.931282,-95.3962312,"366 Aldine Bender Road, Houston"
way/1409601934,Family Dollar,Family Dollar,dollar_store,8500,29.9277954,-95.4532205,"10425 Veterans Memorial Drive, Houston"
way/1411069978,Dollar Tree,Dollar Tree,dollar_store,9000,29.7396884,-95.5029999,"7560 Westheimer Road, Houston"
way/1411240794,Target,Target,offprice,125000,29.7346086,-95.5177456,"8605 Westheimer Road, Houston"
way/1441709214,Family Dollar,Family Dollar,dollar_store,8500,29.9512608,-95.3910436,"925 Greens Road, Houston"
way/1491101056,Fiesta Mart,Fiesta Mart,grocery_anchor,50000,29.8781552,-95.7220445,"20331 FM 529, Katy"
